 0286 12-19-11   0.120   0.083   0.091   0.000   0.000   0.000   0.000   0.000   0.255
 0287 12-18-30   0.120   0.079   0.249   0.000   0.000   0.000   0.000   0.000   0.255
 0288 12-18-24   0.120   0.079   0.199   0.000   0.000   0.000   0.000   0.000   0.269
 0289 12-18-23   0.120   0.079   0.191   0.000   0.000   0.000   0.000   0.000   0.256
 0290 12-18-22   0.120   0.079   0.183   0.000   0.000   0.000   0.000   0.000   0.258
 0291 12-18-20   0.120   0.079   0.166   0.000   0.000   0.000   0.000   0.000   0.276
 0292 12-18-19   0.120   0.079   0.158   0.000   0.000   0.000   0.000   0.000   0.281
 0293 12-18-17   0.120   0.079   0.141   0.000   0.000   0.000   0.000   0.000   0.249
 0294 12-18-17   0.120   0.079   0.141   0.000   0.000   0.000   0.000   0.000   0.249
 0295 12-18-15   0.120   0.079   0.125   0.000   0.000   0.000   0.000   0.000   0.218
 0296 12-18-03   0.120   0.079   0.025   0.000   0.000   0.000   0.000   0.000   0.229
 0297 12-17-29   0.120   0.074   0.241   0.000   0.000   0.000   0.000   0.000   0.250
 0298 12-17-26   0.120   0.074   0.216   0.000   0.000   0.000   0.000   0.000   0.237
 0299 12-17-23   0.120   0.074   0.191   0.000   0.000   0.000   0.000   0.000   0.246
 0300 12-17-23   0.120   0.074   0.191   0.000   0.000   0.000   0.000   0.000   0.251
 0301 12-17-22   0.120   0.074   0.183   0.000   0.000   0.000   0.000   0.000   0.267
 0302 12-17-22   0.120   0.074   0.183   0.000   0.000   0.000   0.000   0.000   0.232
